"LocationAbbr","LocationDesc","Year","Datasource","TopicDesc","MeasureDesc","SubMeasureDesc","Data_Value","Data_Value_Unit","Data_Value_Type","GeoLocation","Source","TopicTypeId","TopicId","MeasureId","SubMeasureID","SubMeasureIdDisplayOrder"
"WA","Washington","2004","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","37,7",,"Pack","    (47.522278629, -120.47001079)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"WA","Washington","2004","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","4,728","$","Dollars","    (47.522278629, -120.47001079)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"WV","West Virginia","2004","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","3,364","$","Dollars","    (38.665510202, -80.712640135)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"WV","West Virginia","2004","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","104",,"Pack","    (38.665510202, -80.712640135)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"WI","Wisconsin","2004","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","3,761","$","Dollars","    (44.393191174, -89.816370742)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"WI","Wisconsin","2004","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","69,9",,"Pack","    (44.393191174, -89.816370742)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"WY","Wyoming","2004","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","47,5",,"Pack","    (43.235541343, -108.109830353)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"WY","Wyoming","2004","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","3,621","$","Dollars","    (43.235541343, -108.109830353)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"AL","Alabama","2003","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","3,234","$","Dollars","    (32.840571122, -86.631860762)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"AL","Alabama","2003","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","82,2",,"Pack","    (32.840571122, -86.631860762)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"AK","Alaska","2003","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","4,415","$","Dollars","    (64.845079957001, -147.722059036)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"AK","Alaska","2003","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","63,6",,"Pack","    (64.845079957001, -147.722059036)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"AZ","Arizona","2003","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","4,031","$","Dollars","    (34.86597028, -111.763811277)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"AZ","Arizona","2003","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","48,2",,"Pack","    (34.86597028, -111.763811277)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"AR","Arkansas","2003","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","3,596","$","Dollars","    (34.748650124, -92.274490743)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"AR","Arkansas","2003","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","91,6",,"Pack","    (34.748650124, -92.274490743)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"CA","California","2003","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","3,947","$","Dollars","    (37.638640123, -120.999999538)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"CA","California","2003","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","34,7",,"Pack","    (37.638640123, -120.999999538)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"CO","Colorado","2003","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","3,214","$","Dollars","    (38.843840757, -106.133610921)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"CO","Colorado","2003","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","63,8",,"Pack","    (38.843840757, -106.133610921)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"CT","Connecticut","2003","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","4,684","$","Dollars","    (41.56266102, -72.649840952)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"CT","Connecticut","2003","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","59,7",,"Pack","    (41.56266102, -72.649840952)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"DE","Delaware","2003","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","184,2",,"Pack","    (39.008830667, -75.577741168)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"DE","Delaware","2003","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","3,532","$","Dollars","    (39.008830667, -75.577741168)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"DC","District of Columbia","2003","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","45,6",,"Pack","    (38.890371385, -77.031961127)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"DC","District of Columbia","2003","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","4,104","$","Dollars","    (38.890371385, -77.031961127)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"FL","Florida","2003","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","3,312","$","Dollars","    (28.932040377, -81.928960539)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"FL","Florida","2003","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","76,7",,"Pack","    (28.932040377, -81.928960539)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"GA","Georgia","2003","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","83,1",,"Pack","    (32.839681093, -83.627580346)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"GA","Georgia","2003","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","3,309","$","Dollars","    (32.839681093, -83.627580346)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"HI","Hawaii","2003","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","51,2",,"Pack","    (21.304850435, -157.857749403)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"HI","Hawaii","2003","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","4,723","$","Dollars","    (21.304850435, -157.857749403)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"ID","Idaho","2003","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","3,646","$","Dollars","    (43.682630005, -114.363730042)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"ID","Idaho","2003","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","64,7",,"Pack","    (43.682630005, -114.363730042)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"IL","Illinois","2003","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","51,4",,"Pack","    (40.485010283, -88.997710178)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"IL","Illinois","2003","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","4,058","$","Dollars","    (40.485010283, -88.997710178)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"IN","Indiana","2003","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","101,1",,"Pack","    (39.766910452, -86.149960194)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"IN","Indiana","2003","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","3,514","$","Dollars","    (39.766910452, -86.149960194)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"IA","Iowa","2003","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","85,4",,"Pack","    (42.469400913, -93.816490556)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"IA","Iowa","2003","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","3,332","$","Dollars","    (42.469400913, -93.816490556)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"KS","Kansas","2003","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","60,7",,"Pack","    (38.3477403, -98.200781227)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"KS","Kansas","2003","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","3,87","$","Dollars","    (38.3477403, -98.200781227)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"KY","Kentucky","2003","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","3,101","$","Dollars","    (37.645970271, -84.774971048)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"KY","Kentucky","2003","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","175,8",,"Pack","    (37.645970271, -84.774971048)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"LA","Louisiana","2003","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","3,41","$","Dollars","    (31.312660644, -92.445680071)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"LA","Louisiana","2003","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","82,9",,"Pack","    (31.312660644, -92.445680071)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"ME","Maine","2003","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","4,281","$","Dollars","    (45.254228894001, -68.985031336)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"ME","Maine","2003","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","74,6",,"Pack","    (45.254228894001, -68.985031336)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"MD","Maryland","2003","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","4,105","$","Dollars","    (39.290580964, -76.609260111)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"MD","Maryland","2003","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","49,5",,"Pack","    (39.290580964, -76.609260111)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"MA","Massachusetts","2003","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","47,5",,"Pack","    (42.27687047, -72.082690675)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"MA","Massachusetts","2003","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","5,153","$","Dollars","    (42.27687047, -72.082690675)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"MI","Michigan","2003","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","72,3",,"Pack","    (44.661319543001, -84.71439027)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"MI","Michigan","2003","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","4,334","$","Dollars","    (44.661319543001, -84.71439027)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"MN","Minnesota","2003","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","71,7",,"Pack","    (46.355648736, -94.794200503)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"MN","Minnesota","2003","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","3,429","$","Dollars","    (46.355648736, -94.794200503)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"MS","Mississippi","2003","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","3,215","$","Dollars","    (32.745510099, -89.538030825)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"MS","Mississippi","2003","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","91,2",,"Pack","    (32.745510099, -89.538030825)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"MO","Missouri","2003","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","106,4",,"Pack","    (38.635790776, -92.566300053)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"MO","Missouri","2003","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","3,161","$","Dollars","    (38.635790776, -92.566300053)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"MT","Montana","2003","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","71,7",,"Pack","    (47.066528972, -109.424420645)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"MT","Montana","2003","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","3,834","$","Dollars","    (47.066528972, -109.424420645)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"NE","Nebraska","2003","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","3,791","$","Dollars","    (41.641040988001, -99.365720623)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"NE","Nebraska","2003","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","68,4",,"Pack","    (41.641040988001, -99.365720623)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"NV","Nevada","2003","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","86,6",,"Pack","    (39.49324039, -117.071840564)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"NV","Nevada","2003","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","3,767","$","Dollars","    (39.49324039, -117.071840564)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"NH","New Hampshire","2003","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","3,57","$","Dollars","    (43.655950113, -71.50036092)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"NH","New Hampshire","2003","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","146,2",,"Pack","    (43.655950113, -71.50036092)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"NJ","New Jersey","2003","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","5,47","$","Dollars","    (40.130570048, -74.273691288)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"NJ","New Jersey","2003","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","48,1",,"Pack","    (40.130570048, -74.273691288)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"NM","New Mexico","2003","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","53,5",,"Pack","    (34.520880952, -106.240580985)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"NM","New Mexico","2003","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","3,787","$","Dollars","    (34.520880952, -106.240580985)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"NY","New York","2003","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","35,3",,"Pack","    (42.827001032, -75.543970427)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"NY","New York","2003","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","5,54","$","Dollars","    (42.827001032, -75.543970427)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"NC","North Carolina","2003","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","97,7",,"Pack","    (35.466220975, -79.159250463)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"NC","North Carolina","2003","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","3,112","$","Dollars","    (35.466220975, -79.159250463)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
"ND","North Dakota","2003","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","65,7",,"Pack","    (47.475319779, -100.118421049)","Table 11- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","453CGS","2"
"ND","North Dakota","2003","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack","3,533","$","Dollars","    (47.475319779, -100.118421049)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco","POL","450POL","450CGS","455CGS","1"
